YEAR,MAKE,MODEL,SECTION,TITLE,DESCRIPTION,IMAGE
2020,BUICK,ENCORE,EXTERIOR,HEAD-TURNING WHEELS,Encore offers four distinctive wheels available on select trim levels. See which wheel matches your style.,/content/dam/buick/na/us/en/index/vehicles/2020/crossovers-suvs/encore/features/exterior/01-images/2020-encore-feat-ext-wheel-choices-a-20BUER00001.jpg?imwidth=960
2020,BUICK,ENCORE,EXTERIOR,POWER MOONROOF,"With the touch of a button, the available power moonroof on the 2020 Encore small luxury SUV delivers fresh air and breathtaking views.",/content/dam/buick/na/us/en/index/vehicles/2020/crossovers-suvs/encore/features/exterior/01-images/2020-encore-feat-ext-moonroof-20BUER00098.jpg?imwidth=960
2020,BUICK,ENCORE,EXTERIOR,PREMIUM LED LIGHTING,"LED daytime running lamps feature our signature lighting pattern, while standard LED-accented taillamps reflect the Encore SUV’s sporty personality.",/content/dam/buick/na/us/en/index/vehicles/2020/crossovers-suvs/encore/features/exterior/01-images/2020-encore-feat-ext-led-20BUER00014.jpg?imwidth=960
2020,BUICK,ENCORE,EXTERIOR,STEEL EXHAUST TIP,A stainless-steel exhaust tip adds a distinctive flourish to the Encore exterior while echoing its athletic personality.,/content/dam/buick/na/us/en/index/vehicles/2020/crossovers-suvs/encore/features/exterior/01-images/2020-encore-feat-ext-exhaust-20BUER00026.jpg?imwidth=960
2020,BUICK,ENCORE,EXTERIOR,ACCESSORIES,"From bicycle carriers to a roof-mounted cargo basket, Encore offers an array of available accessories designed to make the most of your next adventure.",/content/dam/buick/na/us/en/index/vehicles/2020/crossovers-suvs/encore/features/exterior/01-images/2020-encore-feat-ext-accessories-b-20BUER00086.jpg?imwidth=960
2020,BUICK,ENCORE,INTERIOR,HEATED FRONT SEATS,"Available heated, leather-appointed driver and front-passenger seats provide warmth during colder temperatures.",/content/dam/buick/na/us/en/index/vehicles/2020/crossovers-suvs/encore/features/interior/01-images/2020-encore-feat-int-heated-seats-20BUER00056.jpg?imwidth=960
2020,BUICK,ENCORE,INTERIOR,HEATED STEERING WHEEL,"When outside temperatures drop, grab hold of the available heated, leather-wrapped steering wheel.",/content/dam/buick/na/us/en/index/vehicles/2020/crossovers-suvs/encore/features/interior/01-images/2020-encore-feat-int-heated-steering-20BUER00049.jpg?imwidth=960
2020,BUICK,ENCORE,INTERIOR,CLIMATE CONTROL AND IN-VEHICLE AIR IONIZER,Available dual-zone climate controls allow both the driver and front passenger to personalize their preferred temperatures. And the available in-vehicle Air Ionizer helps leave the air fresher inside your Encore.,/content/dam/buick/na/us/en/index/vehicles/2020/crossovers-suvs/encore/features/interior/01-images/2020-encore-feat-int-air-ionizer-20BUER00027.jpg?imwidth=960
2020,BUICK,ENCORE,INTERIOR,FLEXIBLE CARGO SPACE,"With fold-flat front-passenger and folding second-row seats, the Encore small SUV offers flexibility to accommodate your everyday life.",/content/dam/buick/na/us/en/index/vehicles/2020/crossovers-suvs/encore/features/interior/01-images/2020-encore-feat-int-cargo-20BUER00013.jpg?imwidth=960
2020,BUICK,ENCORE,INTERIOR,KEYLESS OPEN AND START,"Unlock and open the doors of your Encore with the touch of a button, all while leaving your key fob in your pocket or purse, thanks to keyless entry and a push-button start.",/content/dam/buick/na/us/en/index/vehicles/2020/crossovers-suvs/encore/features/interior/01-images/2020-encore-feat-int-keyless-20BUER00017.jpg?imwidth=960
2020,BUICK,ENCORE,INTERIOR,QUIETTUNING TECHNOLOGY,"Buick QuietTuningTM technologies such as Active Noise Cancellation, triple door seals and acoustic laminated glass in the windshield and front side windows help reduce, block and absorb unwanted noise, so you can better enjoy conversations with passengers, the premium sound system or quiet time for yourself.",/content/dam/buick/na/us/en/index/vehicles/2020/crossovers-suvs/encore/features/interior/01-images/2020-encore-feat-int-quiettuning-20BUER00126.jpg?imwidth=960
